Brand,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Price
Mercedes-Benz,sedan,270,3.2,Diesel,no,2001,S 320,5100
Renault,vagon,156,1.5,Diesel,yes,2006,Kangoo,5100
Mercedes-Benz,sedan,295,3,Diesel,yes,1994,E-Class,5100
Mitsubishi,hatch,250,1.3,Gas,yes,2006,Colt,5100
Toyota,hatch,138,1,Petrol,yes,2001,Yaris,5050
BMW,other,75,1.9,Petrol,no,1998,Z3,5000
Mercedes-Benz,van,400,2.2,Diesel,yes,1999,Vito,5000
Mercedes-Benz,van,400,2.3,Diesel,yes,1998,Vito,5000
Volkswagen,van,326,2.4,Diesel,yes,1995,T4 (Transporter),5000
Volkswagen,van,400,2.4,Diesel,yes,1993,T4 (Transporter),5000
Toyota,crossover,289,2,Diesel,no,2003,Rav 4,5000
Volkswagen,hatch,220,1.4,Petrol,yes,2003,Polo,5000
Volkswagen,sedan,81,NA,Other,no,2013,Passat B7,5000
Volkswagen,vagon,265,2,Diesel,no,2006,Passat B6,5000
Renault,vagon,34,1.5,Diesel,yes,2013,Logan,5000
Renault,vagon,150,NA,Other,yes,2006,Kangoo,5000
Renault,van,245,1.5,Diesel,yes,2003,Kangoo,5000
Volkswagen,hatch,190,NA,Petrol,yes,1998,Golf IV,5000
Mercedes-Benz,sedan,240,2.2,Diesel,no,2004,E-Class,5000
Mercedes-Benz,vagon,248,2,Gas,yes,1996,E-Class,5000
Mercedes-Benz,sedan,382,2,Petrol,yes,1994,E-Class,5000
Mercedes-Benz,sedan,215,2.6,Gas,yes,1992,E-Class,5000
Mercedes-Benz,other,200,2,Petrol,yes,1998,CLK 200,5000
Renault,sedan,200,1.4,Petrol,yes,2007,Clio,5000
Mercedes-Benz,sedan,350,1.8,Other,yes,1995,C-Class,5000
BMW,sedan,270,3,Diesel,yes,2000,530,5000
BMW,sedan,400,2.5,Petrol,yes,1991,525,5000
BMW,sedan,305,2,Petrol,yes,1995,520,5000
BMW,sedan,400,2,Petrol,yes,1991,520,5000
BMW,other,300,1.8,Petrol,yes,1994,318,5000
Audi,sedan,280,2.3,Gas,yes,1992,100,5000
Audi,sedan,370,2.3,Petrol,yes,1991,100,5000
Volkswagen,hatch,131,1.4,Petrol,yes,2002,Polo,4999
Renault,sedan,140,1.4,Petrol,yes,2011,Logan,4999
Mitsubishi,sedan,60,1.6,Petrol,yes,2007,Lancer,4999
Renault,vagon,252,1.5,Diesel,yes,2007,Kangoo,4999
Volkswagen,sedan,145,2,Petrol,yes,2000,Jetta,4999
Volkswagen,hatch,300,1.9,Diesel,yes,1999,Golf IV,4999
Mercedes-Benz,sedan,1,2.8,Petrol,yes,1997,E-Class,4999
Renault,sedan,114,1.4,Other,yes,2006,Clio,4999
Volkswagen,van,225,NA,Other,no,2003,Caravelle,4999
Volkswagen,sedan,145,2,Petrol,yes,2000,Bora,4999
Audi,crossover,242,2.5,Diesel,no,2003,A6 Allroad,4999
Audi,sedan,231,1.9,Diesel,no,2002,A6,4999
BMW,sedan,327,3,Diesel,no,2001,730,4999
BMW,sedan,256,2.5,Diesel,no,2001,525,4999
Volkswagen,vagon,290,1.8,Petrol,yes,1996,Passat B4,4950
Renault,vagon,170,1.5,Diesel,yes,2004,Kangoo,4950
Mitsubishi,sedan,256,2,Petrol,yes,1997,Galant,4950
BMW,sedan,1,3,Petrol,yes,1996,730,4950
Mercedes-Benz,van,248,2.2,Diesel,yes,2003,Vito,4900
Mercedes-Benz,van,262,2.3,Diesel,yes,1998,Vito,4900
Renault,van,150,2,Diesel,yes,2007,Trafic,4900
Volkswagen,van,198,1.6,Petrol,no,2004,Touran,4900
Renault,sedan,90,1.4,Gas,yes,2008,Symbol,4900
Volkswagen,vagon,263,2,Diesel,no,2007,Passat B6,4900
Volkswagen,sedan,500,1.9,Diesel,yes,1995,Passat B4,4900
Renault,van,472,2.5,Diesel,yes,2000,Master,4900
Renault,van,218,1.5,Diesel,yes,2006,Kangoo,4900
Mitsubishi,vagon,250,2.5,Petrol,yes,2001,Galant,4900
Mercedes-Benz,sedan,282,3.2,Gas,yes,1993,E-Class,4900
Volkswagen,sedan,350,2,Gas,yes,2000,Bora,4900
BMW,sedan,295,2,Petrol,yes,1994,520,4900
Volkswagen,vagon,300,1.9,Diesel,yes,1998,Golf III,4850
Audi,sedan,270,2.6,Petrol,yes,1995,A6,4850
BMW,sedan,280,3,Diesel,no,1999,730,4850
Volkswagen,sedan,190,99.99,Petrol,yes,1998,Passat B5,4800
Renault,van,113,15,Diesel,yes,2006,Kangoo,4800
Volkswagen,hatch,90,1.9,Diesel,yes,1992,Golf III,4800
Mitsubishi,sedan,247,2,Gas,yes,1998,Galant,4800
Mercedes-Benz,sedan,199,3.2,Diesel,yes,1999,E-Class,4800
Renault,sedan,100,1.4,Petrol,yes,2006,Clio,4800
Mitsubishi,hatch,206,1.6,Gas,yes,2001,Carisma,4800
Audi,other,207,2,Petrol,yes,2002,A4,4800
BMW,vagon,400,2.5,Diesel,yes,1994,525,4800
BMW,sedan,111,2.5,Gas,yes,1991,525,4800
BMW,sedan,11,2.5,Diesel,yes,1994,325,4800
Audi,sedan,390,2.6,Petrol,yes,1993,100,4800
Audi,sedan,341,2.8,Petrol,yes,1992,100,4800
Audi,vagon,260,2.5,Diesel,no,2002,A6 Allroad,4799
Mitsubishi,sedan,167,1.6,Petrol,yes,2003,Carisma,4750
Volkswagen,van,342,1.9,Diesel,yes,1996,T4 (Transporter),4700
Volkswagen,van,400,2.4,Diesel,yes,1999,T4 (Transporter),4700
Renault,hatch,124,1.5,Diesel,yes,2003,Kangoo,4700
Volkswagen,hatch,160,2,Diesel,no,2006,Golf VI,4700
Mercedes-Benz,sedan,260,2.7,Diesel,no,2002,E-Class,4700
Mercedes-Benz,sedan,280,2.8,Petrol,yes,1993,E-Class,4700
Mercedes-Benz,sedan,1,1.8,Petrol,yes,1996,C-Class,4700
Audi,sedan,400,2.6,Petrol,yes,1996,A6,4700
BMW,sedan,333,3,Petrol,yes,1994,730,4700
BMW,sedan,200,2.5,Petrol,yes,1995,525,4700
BMW,sedan,390,2.5,Petrol,yes,1991,525,4700
BMW,sedan,230,2.5,Petrol,yes,1990,525,4700
BMW,sedan,200,NA,Petrol,yes,1996,316,4700
Toyota,hatch,170,1,Petrol,yes,2002,Yaris,4650
Renault,van,165,1.5,Diesel,yes,2003,Kangoo,4650
Audi,vagon,350,NA,Diesel,yes,2000,A6,4649
Mercedes-Benz,van,200,2.2,Diesel,yes,2000,Vito,4600
Volkswagen,other,290,1.9,Diesel,yes,1995,T4 (Transporter),4600
Renault,van,265,1.5,Diesel,yes,2008,Kangoo,4600
Renault,sedan,230,1.5,Diesel,yes,2007,Kangoo,4600
Volkswagen,hatch,1,1.8,Gas,yes,1996,Golf III,4600
Audi,vagon,242,NA,Diesel,no,2004,A6,4600
BMW,sedan,280,3,Other,no,1999,730,4600
BMW,sedan,340,2,Gas,yes,1995,520,4600
Renault,van,190,1.5,Diesel,yes,2003,Kangoo,4599
BMW,sedan,267,2,Gas,yes,1991,520,4599
BMW,sedan,200,2.8,Petrol,no,1997,528,4550
Mercedes-Benz,van,180,2.3,Diesel,yes,1998,Vito,4500
Volkswagen,vagon,220,2,Diesel,no,2005,Touran,4500
Mercedes-Benz,other,525,2.3,Diesel,yes,1995,Sprinter 208,4500
Volkswagen,vagon,390,1.9,Diesel,yes,1996,Passat B4,4500
Volkswagen,sedan,230,2,Gas,yes,1996,Passat B4,4500
Renault,sedan,305,1.5,Diesel,yes,2004,Megane,4500
Renault,other,1,1.5,Diesel,yes,2007,Kangoo,4500
Renault,van,207,1.5,Diesel,yes,2003,Kangoo,4500
Volkswagen,hatch,199,1.8,Petrol,yes,1996,Golf III,4500
Mercedes-Benz,sedan,409,2.6,Petrol,yes,1991,E-Class,4500
Toyota,hatch,207,1.3,Petrol,yes,1995,Corolla,4500
Mercedes-Benz,sedan,240,3.2,Other,no,2005,C-Class,4500
Mitsubishi,sedan,300,1.6,Gas,yes,2000,Carisma,4500
Toyota,sedan,238,1.8,Petrol,yes,1996,Carina,4500
Volkswagen,van,380,2,Diesel,yes,2004,Caddy,4500
Audi,vagon,206,2.5,Diesel,no,2003,A6,4500
BMW,sedan,230,4,Gas,yes,1994,540,4500
BMW,sedan,370,4,Petrol,yes,1993,540,4500
BMW,sedan,140,3,Diesel,no,2000,530,4500
BMW,sedan,307,2.5,Petrol,yes,1994,525,4500
BMW,vagon,360,2,Petrol,yes,1993,520,4500
BMW,sedan,300,3,Diesel,yes,2000,330,4500
BMW,sedan,28,1.9,Petrol,yes,1995,318,4500
Mercedes-Benz,other,356,2.3,Petrol,yes,1991,230,4500
Volkswagen,sedan,290,1.8,Gas,yes,1997,Vento,4400
Volkswagen,other,145,2.4,Diesel,yes,1993,T4 (Transporter),4400
Mercedes-Benz,sedan,308,3.2,Gas,no,2000,S 320,4400
Renault,other,220,1.5,Diesel,yes,2004,Kangoo,4400
Volkswagen,hatch,238,1.6,Petrol,yes,1994,Golf III,4400
Mercedes-Benz,sedan,160,2.7,Diesel,no,2000,E-Class,4400
Mercedes-Benz,sedan,225,2,Gas,yes,1995,E-Class,4400
Audi,sedan,190,2.5,Diesel,no,2003,A6,4400
BMW,sedan,300,2,Petrol,yes,1995,520,4400
BMW,sedan,260,2,Gas,yes,1990,520,4400
Audi,sedan,340,2.8,Gas,yes,1992,100,4400
Renault,van,188,1.5,Diesel,yes,2004,Kangoo,4350
Renault,van,198,1.5,Diesel,yes,2004,Kangoo,4350
Toyota,sedan,35,2.2,Gas,yes,1999,Camry,4350
Mercedes-Benz,van,300,2.2,Diesel,no,2005,Vito,4300
Volkswagen,vagon,289,2,Petrol,yes,1994,Passat B4,4300
Renault,van,1,1.5,Diesel,yes,2003,Kangoo,4300
Volkswagen,vagon,298,1.8,Petrol,yes,1998,Golf III,4300
Volkswagen,hatch,217,1.6,Gas,yes,1997,Golf III,4300
Mercedes-Benz,sedan,280,1.8,Petrol,yes,1993,C-Class,4300
Audi,sedan,267,1.9,Diesel,no,2003,A6,4300
Audi,sedan,340,2.4,Gas,yes,1998,A6,4300
BMW,sedan,240,2.5,Diesel,no,2002,525,4300
BMW,other,280,2.5,Petrol,yes,1985,325,4300
BMW,sedan,200,2,Diesel,no,2002,320,4300
Renault,vagon,300,1.5,Diesel,yes,2003,Kangoo,4299
Audi,sedan,307,2.8,Gas,yes,1991,100,4299
Volkswagen,van,210,2,Diesel,no,2004,Touran,4200
Renault,sedan,180,1.4,Petrol,yes,2003,Symbol,4200
Renault,sedan,310,1.4,Petrol,yes,2003,Symbol,4200
Mitsubishi,van,350,1.8,Gas,yes,1992,Space Wagon,4200
Renault,van,142,1.9,Diesel,yes,2007,Kangoo,4200
Renault,van,220,1.5,Diesel,yes,2004,Kangoo,4200
Renault,vagon,180,1.4,Petrol,yes,2000,Kangoo,4200
Volkswagen,sedan,1,1.4,Petrol,yes,2012,Golf VI,4200
Mitsubishi,sedan,270,2,Gas,yes,1998,Galant,4200
Audi,vagon,215,2.5,Diesel,no,2003,A6,4200
Audi,sedan,236,2.5,Diesel,no,2003,A6,4200
BMW,sedan,277,2,Petrol,yes,1991,320,4200
Mercedes-Benz,other,277,2.2,Diesel,yes,2000,Vito,4150
Audi,sedan,220,2.5,Diesel,no,1999,A8,4150
Audi,vagon,249,2.5,Diesel,no,2004,A6,4150
Volkswagen,sedan,88,1.8,Gas,yes,1993,Vento,4100
Volkswagen,van,345,1.9,Diesel,no,2002,Sharan,4100
Volkswagen,hatch,160,1.8,Petrol,yes,2006,Pointer,4100
Volkswagen,vagon,350,1.9,Diesel,yes,2003,Passat B5,4100
Mercedes-Benz,crossover,1,3.5,Petrol,yes,2007,ML 350,4100
Renault,van,190,1.9,Diesel,yes,2002,Kangoo,4100
Renault,other,270,1.2,Gas,yes,1999,Kangoo,4100
Mercedes-Benz,sedan,410,2.2,Diesel,yes,1998,E-Class,4100
Mercedes-Benz,sedan,215,4.3,Petrol,no,2001,CLK 430,4100
BMW,hatch,160,1.6,Petrol,yes,2004,1 Series,4100
BMW,sedan,26,3,Diesel,no,2001,530,4100
BMW,sedan,350,2.4,Diesel,yes,1992,525,4100
BMW,sedan,200,2.7,Petrol,yes,1988,525,4100
Mercedes-Benz,sedan,400,2,Diesel,yes,1987,190,4100
BMW,sedan,50,2.5,Petrol,yes,1988,520,4099
Mercedes-Benz,sedan,200,NA,Diesel,yes,2001,S 320,4050
Volkswagen,crossover,137,2.5,Diesel,no,2004,Touareg,4000
Mercedes-Benz,crossover,287,4,Diesel,no,2003,ML 400,4000
Toyota,sedan,243,2,Gas,yes,1987,Mark II,4000
Renault,sedan,180,1.4,Gas,yes,2006,Logan,4000
Renault,sedan,215,1.9,Diesel,no,2005,Laguna,4000
Renault,van,194,1.9,Diesel,yes,2000,Kangoo,4000
Volkswagen,hatch,105,2,Other,yes,2013,Golf VII,4000
Volkswagen,hatch,266,1.9,Diesel,yes,1993,Golf III,4000
Mercedes-Benz,sedan,370,3.2,Diesel,no,2002,E-Class,4000
Mercedes-Benz,sedan,460,2,Petrol,yes,1991,E-Class,4000
Mercedes-Benz,sedan,300,1.8,Petrol,yes,1996,C-Class,4000
Mitsubishi,hatch,367,1.6,Gas,yes,1997,Carisma,4000
Audi,vagon,234,2.5,Diesel,no,2001,A6,4000
Audi,vagon,300,2.5,Diesel,no,2001,A6,4000
Audi,sedan,260,NA,Diesel,no,2000,A6,4000
Audi,sedan,380,2.8,Petrol,yes,1997,A6,4000
Audi,sedan,263,1.9,Diesel,yes,1996,A4,4000
BMW,sedan,230,2,Diesel,no,2003,320,4000
BMW,sedan,335,2,Diesel,no,1999,320,4000
BMW,sedan,380,2,Petrol,yes,1991,320,4000
Mercedes-Benz,sedan,405,2,Diesel,yes,1992,200,4000
Audi,sedan,320,2.8,Petrol,yes,1992,100,4000
Audi,sedan,400,2,Petrol,yes,1992,100,4000
Audi,sedan,315,2.3,Gas,yes,1991,100,4000
Volkswagen,hatch,152,1,Petrol,yes,2000,Lupo,3999
Renault,other,227,1.4,Gas,yes,2005,Kangoo,3999
BMW,sedan,250,3,Diesel,no,2000,530,3999
BMW,sedan,238,1.8,Petrol,yes,1996,318,3999
BMW,sedan,350,2.5,Petrol,yes,1995,525,3990
Audi,sedan,413,2.6,Gas,yes,1993,100,3990
Mitsubishi,other,280,2.5,Diesel,no,1994,Pajero,3950
Volkswagen,hatch,280,NA,Gas,yes,1996,Golf III,3950
Volkswagen,hatch,288,1.8,Gas,yes,1996,Golf III,3950
BMW,sedan,300,2,Petrol,yes,1986,320,3950
Toyota,hatch,160,1,Petrol,yes,1999,Yaris,3900
Renault,van,202,1.9,Diesel,yes,2001,Kangoo,3900
Mercedes-Benz,sedan,111,2.5,Diesel,yes,1989,E-Class,3900
Mercedes-Benz,sedan,385,1.8,Petrol,yes,1995,C-Class,3900
Audi,vagon,232,2.5,Diesel,no,2003,A6,3900
Audi,sedan,247,2.5,Diesel,no,2003,A6,3900
Audi,vagon,260,2.5,Diesel,no,2003,A6,3900
Audi,sedan,302,1.9,Diesel,no,2002,A6,3900
BMW,vagon,240,3,Diesel,no,2001,530,3900
BMW,sedan,330,3,Diesel,no,2000,530,3900
BMW,sedan,380,3,Gas,yes,1989,530,3900
BMW,sedan,340,2.5,Diesel,no,2000,525,3900
Mercedes-Benz,sedan,375,2,Petrol,yes,1990,190,3900
Audi,vagon,215,2.5,Diesel,no,2002,A6,3850
Mercedes-Benz,van,462,2.2,Diesel,no,2001,Sprinter,3800
Mercedes-Benz,other,107,0.6,Petrol,yes,2000,Smart,3800
Volkswagen,sedan,300,2.8,Gas,yes,1996,Passat B4,3800
Mercedes-Benz,crossover,250,3.2,Gas,no,1998,ML 320,3800
Renault,van,196,1.9,Diesel,yes,1998,Kangoo,3800
Toyota,sedan,220,1.6,Petrol,yes,1994,Carina,3800
Audi,vagon,190,2.5,Diesel,no,2002,A6,3800
Audi,sedan,270,2.5,Diesel,no,2000,A6,3800
Audi,sedan,253,2.5,Diesel,no,1998,A6,3800
BMW,sedan,278,2.9,Diesel,no,2001,530,3800
BMW,sedan,250,3,Diesel,no,2002,330,3800
BMW,sedan,304,1.9,Gas,no,2000,318,3800
BMW,sedan,100,1.8,Petrol,yes,1992,318,3800
Audi,sedan,257,2,Petrol,yes,1993,80,3800
Mercedes-Benz,van,350,2.2,Diesel,yes,2000,Vito,3799
Mercedes-Benz,sedan,210,2,Petrol,yes,1995,E-Class,3799
Mercedes-Benz,sedan,210,2,Petrol,yes,1995,200,3799
Volkswagen,sedan,262,1.8,Petrol,yes,1994,Vento,3750
Renault,hatch,232,1.8,Petrol,yes,1997,Laguna,3750
Mercedes-Benz,vagon,330,2.2,Gas,yes,1995,E-Class,3750
Mercedes-Benz,sedan,270,3.5,Petrol,no,2004,S 350,3700
Volkswagen,sedan,195,1.9,Diesel,no,2001,Passat B5,3700
Volkswagen,sedan,370,2,Gas,yes,1992,Passat B3,3700
Renault,hatch,310,2,Petrol,yes,1996,Laguna,3700
Volkswagen,crossover,267,NA,Diesel,no,2000,Golf IV,3700
Volkswagen,hatch,121,1.9,Diesel,yes,1993,Golf III,3700
Toyota,hatch,282,1.4,Petrol,yes,1995,Corolla,3700
Audi,vagon,273,2.5,Diesel,no,2003,A6,3700
Audi,vagon,290,1.9,Diesel,no,2002,A4,3700
Audi,hatch,420,2,Diesel,no,2004,A3,3700
BMW,sedan,231,2.5,Petrol,yes,1990,525,3700
BMW,other,110,2.5,Petrol,yes,1983,323,3700
BMW,sedan,305,1.9,Petrol,no,2000,318,3700
Volkswagen,sedan,300,1.8,Petrol,yes,1996,Vento,3650
Volkswagen,sedan,197,2,Petrol,yes,1996,Passat B4,3650
Toyota,hatch,260,1.3,Petrol,yes,1996,Corolla,3650
Audi,sedan,270,1.9,Diesel,yes,2002,A6,3650
Audi,sedan,240,2.5,Diesel,no,2000,A6,3650
BMW,sedan,300,2,Petrol,yes,1990,520,3650
Volkswagen,sedan,330,2.8,Gas,yes,1994,Passat B4,3600
Volkswagen,vagon,470,1.8,Petrol,yes,1994,Passat B4,3600
Volkswagen,sedan,320,1.8,Gas,yes,1989,Passat B3,3600
Renault,sedan,101,2,Petrol,yes,1997,Megane,3600
Renault,van,22,1.9,Diesel,yes,2001,Kangoo,3600
Renault,van,199,1.9,Diesel,yes,2000,Kangoo,3600
Mercedes-Benz,sedan,276,2.7,Diesel,no,2001,E-Class,3600
Audi,sedan,374,2.5,Diesel,no,2001,A8,3600
Audi,vagon,200,2.5,Diesel,yes,1999,A6,3600
Audi,vagon,250,2.5,Other,yes,1999,A6,3600
BMW,sedan,221,3,Diesel,no,2002,530,3600
Mercedes-Benz,sedan,274,3.2,Diesel,no,2002,E-Class,3550
Mercedes-Benz,sedan,238,2.2,Diesel,no,2001,E-Class,3550
Audi,sedan,196,2.8,Petrol,no,1997,A8,3550
Audi,sedan,215,2.5,Diesel,no,2001,A6,3550
Mercedes-Benz,van,395,2.3,Diesel,no,1997,Vito,3500
Volkswagen,sedan,189,1.8,Petrol,yes,1993,Vento,3500
Volkswagen,other,304,1.9,Diesel,no,2006,Touran,3500
Volkswagen,vagon,215,2,Petrol,yes,1993,Passat B3,3500
Volkswagen,sedan,3,1.8,Petrol,yes,1991,Passat B3,3500
Renault,van,30,1.4,Gas,yes,2006,Kangoo,3500
Volkswagen,hatch,201,1.9,Diesel,no,2002,Golf IV,3500
Volkswagen,hatch,220,2,Petrol,yes,1994,Golf III,3500
Mitsubishi,sedan,300,2,Diesel,yes,1996,Galant,3500
Mercedes-Benz,sedan,250,2.7,Diesel,no,2001,E-Class,3500
Toyota,sedan,286,1.6,Petrol,yes,2000,Corolla,3500
Mercedes-Benz,van,257,2.2,Diesel,no,2002,C-Class,3500
Mercedes-Benz,sedan,303,2.2,Diesel,no,2000,C-Class,3500
Volkswagen,hatch,250,1.9,Diesel,no,2000,Beetle,3500
Audi,sedan,200,2.5,Diesel,no,2001,A8,3500
Audi,sedan,354,2.5,Diesel,no,2000,A6,3500
Audi,vagon,250,2.5,Diesel,no,1998,A6,3500
Mercedes-Benz,hatch,258,1.7,Diesel,no,2002,A 170,3500
BMW,sedan,280,NA,Petrol,no,1996,730,3500
BMW,sedan,300,3,Diesel,no,1999,530,3500
BMW,vagon,280,3,Diesel,no,2001,330,3500
BMW,sedan,313,2.5,Diesel,yes,1994,325,3500
BMW,sedan,185,2,Diesel,no,2002,320,3500
BMW,sedan,272,2,Diesel,yes,2000,320,3500
BMW,sedan,334,2,Diesel,no,1999,320,3500
BMW,hatch,1,2,Petrol,yes,2006,120,3500
Audi,other,360,2.2,Gas,yes,1990,100,3500
Audi,sedan,265,2,Diesel,yes,1986,100,3500
Audi,sedan,1,2,Other,yes,1988,90,3500
Audi,sedan,35,1.8,Gas,yes,1990,80,3500
BMW,sedan,101,2.5,Petrol,yes,1990,525,3499
Renault,van,196,1.9,Diesel,yes,2001,Kangoo,3450
Renault,hatch,77,1.8,Other,yes,1994,Laguna,3400
Renault,van,260,2.2,Diesel,no,2005,Espace,3400
Volkswagen,van,175,1.4,Petrol,yes,2003,Caddy,3400
Audi,vagon,261,2.5,Diesel,no,2004,A6,3400
Audi,vagon,223,2.5,Diesel,no,2001,A6,3400
BMW,vagon,191,2,Diesel,no,2002,320,3400
Volkswagen,sedan,201,1.8,Petrol,yes,1991,Passat B3,3399
Audi,sedan,289,2.5,Diesel,no,2002,A6,3390
Volkswagen,hatch,122,1.4,Petrol,yes,1993,Golf III,3350
Volkswagen,other,223,1.9,Diesel,yes,1997,Caddy,3350
BMW,vagon,295,2,Diesel,no,2002,320,3350
Volkswagen,vagon,193,1.9,Diesel,no,2003,Passat B5,3300
Volkswagen,sedan,250,1.9,Diesel,no,2000,Passat B5,3300
Volkswagen,vagon,430,1.8,Petrol,yes,1991,Passat B3,3300
Volkswagen,sedan,200,1.8,Petrol,yes,1989,Passat B3,3300
Renault,van,250,1.5,Diesel,yes,2005,Kangoo,3300
Renault,van,256,1.5,Diesel,yes,2005,Kangoo,3300
Renault,van,345,1.9,Diesel,yes,2001,Kangoo,3300
Toyota,van,345,2.4,Diesel,yes,1992,Hiace,3300
Mercedes-Benz,sedan,200,2.7,Diesel,no,2000,E-Class,3300
Audi,vagon,300,2.5,Diesel,no,1999,A6,3300
BMW,sedan,250,3,Diesel,no,2000,530,3300
BMW,sedan,233,28,Petrol,no,1997,528,3300
BMW,sedan,360,2.5,Petrol,yes,1992,525,3300
Mercedes-Benz,sedan,330,2,Gas,yes,1988,190,3300
Audi,sedan,300,1.8,Gas,yes,1987,80,3300
Mercedes-Benz,sedan,250,4,Diesel,no,2002,S 400,3250
Volkswagen,sedan,255,1.9,Diesel,no,2003,Passat B5,3250
Mitsubishi,sedan,380,1.8,Petrol,yes,1993,Galant,3250
Audi,sedan,285,NA,Gas,no,1996,A8,3250
Volkswagen,sedan,367,2,Petrol,yes,1991,Passat B3,3200
Volkswagen,sedan,320,1.8,Gas,yes,1990,Passat B3,3200
Mitsubishi,sedan,330,1.3,Gas,yes,1996,Lancer,3200
Mitsubishi,sedan,106,2,Gas,yes,1997,Galant,3200
Mercedes-Benz,sedan,229,2.7,Diesel,no,2001,E-Class,3200
Mercedes-Benz,sedan,390,2.3,Gas,yes,1985,E-Class,3200
Volkswagen,other,650,1.9,Diesel,yes,1999,Caddy,3200
Audi,sedan,295,2.5,Diesel,no,2000,A6,3200
Audi,vagon,244,2,Other,no,2006,A4,3200
BMW,sedan,237,2.5,Petrol,yes,1990,525,3200
BMW,sedan,178,1.9,Petrol,no,2001,318,3200
Mercedes-Benz,sedan,198,2,Gas,yes,1992,190,3200
Audi,vagon,320,2.5,Diesel,no,2002,A6,3150
Audi,vagon,310,2.5,Diesel,no,1999,A6,3150
Mercedes-Benz,vagon,220,1.7,Other,no,2001,A 170,3150
BMW,sedan,200,2,Diesel,no,1999,320,3150
Audi,sedan,10,2.8,Petrol,yes,1991,100,3150
Mitsubishi,hatch,330,2,Gas,yes,1993,Galant,3149.25
Volkswagen,sedan,232,1.9,Diesel,no,2001,Passat B5,3100
Volkswagen,sedan,390,1.8,Petrol,yes,1990,Passat B3,3100
Renault,vagon,150,1.9,Diesel,no,2003,Laguna,3100
Renault,van,164,1.4,Petrol,yes,1999,Kangoo,3100
Volkswagen,hatch,118,1.8,Gas,yes,1993,Golf III,3100
Volkswagen,hatch,311,1.6,Gas,yes,1986,Golf II,3100
Toyota,hatch,283,1.3,Petrol,yes,1994,Corolla,3100
Renault,hatch,275,1.2,Petrol,yes,1991,Clio,3100
Mercedes-Benz,vagon,400,2.2,Diesel,no,2002,C-Class,3100
Audi,vagon,210,2.5,Diesel,no,2000,A6,3100
Audi,hatch,114,1.6,Petrol,no,2001,A3,3100
BMW,sedan,315,2.5,Diesel,no,1998,525,3100
BMW,vagon,1,2,Diesel,no,2002,320,3100
BMW,sedan,280,2,Diesel,no,1999,320,3100
BMW,sedan,230,3,Diesel,no,2003,530,3099
BMW,sedan,320,2,Diesel,no,2000,320,3099
Audi,vagon,250,2.5,Other,no,2001,A6,3050
Volkswagen,van,318,1.9,Diesel,yes,1993,T4 (Transporter),3000
Volkswagen,sedan,250,2.8,Gas,no,2002,Passat B5,3000
Volkswagen,vagon,275,1.9,Diesel,no,2001,Passat B5,3000
Volkswagen,vagon,267,1.9,Diesel,no,1999,Passat B5,3000
Volkswagen,vagon,250,1.9,Diesel,yes,1992,Passat B3,3000
Renault,van,217,1.4,Petrol,yes,2004,Kangoo,3000
Volkswagen,sedan,240,1.8,Petrol,yes,1991,Jetta,3000
Audi,van,11,1.9,Diesel,no,1999,A6,3000
Audi,sedan,267,2.5,Diesel,no,1999,A6,3000
Audi,sedan,278,2.5,Diesel,no,1999,A6,3000
Audi,vagon,270,1.9,Diesel,no,2001,A4,3000
Audi,vagon,270,2.5,Diesel,yes,1998,A4,3000
BMW,sedan,190,2,Petrol,no,2000,520,3000
BMW,sedan,350,99.99,Other,yes,1992,520,3000
BMW,sedan,294,2,Diesel,no,1999,320,3000
Audi,sedan,265,1.8,Petrol,yes,1988,80,3000
Volkswagen,vagon,239,1.9,Diesel,no,2003,Passat B5,2999
Renault,van,245,1.5,Diesel,yes,2003,Kangoo,2999
Toyota,other,300,1.6,Petrol,yes,1991,Corolla,2999
Toyota,vagon,5,1.3,Petrol,yes,1989,Corolla,2999
Audi,vagon,320,NA,Diesel,no,1999,A6,2999
BMW,sedan,299,NA,Diesel,no,2000,530,2999
BMW,sedan,210,2,Other,no,1999,320,2999
Mercedes-Benz,sedan,300,2.8,Gas,yes,1979,S 280,2990
BMW,other,203,2,Petrol,no,2001,318,2990
Renault,vagon,280,19,Diesel,yes,2000,Kangoo,2950
Volkswagen,van,433,2.4,Diesel,no,1995,T4 (Transporter),2900
Renault,hatch,280,NA,Diesel,no,2005,Scenic,2900
Volkswagen,vagon,257,1.9,Diesel,no,2003,Passat B5,2900
Volkswagen,sedan,238,2,Gas,no,2002,Passat B5,2900
Volkswagen,vagon,243,1.9,Diesel,no,1999,Passat B5,2900
Volkswagen,sedan,315,1.6,Gas,yes,1990,Passat B3,2900
Volkswagen,sedan,2,1.8,Petrol,yes,1989,Passat B3,2900
Mitsubishi,sedan,350,1.6,Petrol,yes,1994,Lancer,2900
Volkswagen,hatch,230,1.6,Petrol,yes,2000,Golf IV,2900
Mitsubishi,hatch,300,1.8,Petrol,yes,1989,Galant,2900
Mercedes-Benz,other,248,2,Petrol,no,1999,CLK 200,2900
BMW,sedan,280,2.5,Diesel,no,1997,525,2900
BMW,sedan,225,2.5,Petrol,no,1997,523,2900
BMW,vagon,230,2,Diesel,no,2001,320,2900
BMW,vagon,236,2,Diesel,no,2001,320,2900
